MEDIA_TY,TITLE_NM,PLACE_NM,PLACE_TY,ADDR,LC_LA,LC_LO,ADDR_area
show,생방송투데이,색달식당 중문갈치조림구이 본점,restaurant,제주특별자치도 서귀포시 예래로 255-18 1층,33.2451213,126.3852784,제주
show,생방송투데이,나운터 횟집 서귀포 본점,restaurant,제주특별자치도 서귀포시 칠십리로 42,33.2410036,126.5614423,제주
show,생방송투데이,리보스코화덕피자 연동점,restaurant,제주특별자치도 제주시 수목원길 27 리보스코화덕피자 연동점,33.4694586,126.488155,제주
show,생방송투데이,한라봉스시,restaurant,제주특별자치도 제주시 애월읍 애월북서길 54 2층,33.4662251,126.3107458,제주
show,생방송투데이,월령 카페 in 딱새우,restaurant,제주특별자치도 제주시 한림읍 월령3길 36,33.3787506,126.2168357,제주
show,생방송투데이,밥꽃하나피었네,restaurant,충청남도 공주시 계룡면 신원사로 502,36.3325167,127.1777063,충청
show,생방송투데이,오리랑닭이랑,restaurant,충청남도 공주시 사곡면 마곡사로 499,36.5318018,127.0374485,충청
show,생방송투데이,만나식당,restaurant,충청남도 논산시 강경읍 황산리 138-2,36.154144,127.011646,충청
show,생방송투데이,디디타이,restaurant,충청남도 당진시 교동길 124-1,36.8918596,126.6311838,충청
show,생방송투데이,빙빙반점,restaurant,충청남도 당진시 교동길 147,36.89188,126.62978,충청
show,생방송투데이,로드1950카페,restaurant,충청남도 당진시 신평면 매산로 170,36.9126611,126.8077247,충청
show,생방송투데이,영광횟집,restaurant,충청남도 서천군 서면 홍원길 105 영광횟집,36.1565945,126.4996727,충청
show,생방송투데이,상전,restaurant,충청남도 아산시 송악면 외암로 1030-14,36.7275221,127.0119662,충청
show,생방송투데이,아산짚불장어,restaurant,충청남도 아산시 시민로422번길 11 1층,36.7859302,127.0029474,충청
show,생방송투데이,사계정찬,restaurant,충청남도 천안시 서북구 불당16길 1,36.8002842,127.1060394,충청
show,생방송투데이,직산 대풍장어,restaurant,충청남도 천안시 서북구 직산읍 봉주로 40-1,36.8769115,127.1510808,충청
show,생방송투데이,원시인마늘떡갈비,restaurant,충청북도 단양군 단양읍 도전4길 30 113호,36.9824833,128.3697328,충청
show,생방송투데이,구경당,restaurant,충청북도 단양군 단양읍 도전5길 28,36.982082,128.3701206,충청
show,생방송투데이,단양 흑마늘빵,restaurant,충청북도 단양군 단양읍 도전5길 30,36.982217,128.3701501,충청
show,생방송투데이,단양토종마늘순대,restaurant,충청북도 단양군 단양읍 도전6길 29,36.9820589,128.3702811,충청
show,생방송투데이,소뜰애,restaurant,충청북도 제천시 금성면 청풍호로 1030,37.0577823,128.1840241,충청
show,생방송투데이,금수산 어부네 자연밥상,restaurant,충청북도 제천시 수산면 옥순봉로 894,36.9722115,128.2190182,충청
show,생방송투데이,청주왕족발,restaurant,충청북도 진천군 진천읍 중앙서로 21,36.8577052,127.4422764,충청
show,생방송투데이,2교시간식시간,restaurant,충청북도 청주시 서원구 서원남로 49,36.6221028,127.4825266,충청
show,생방송투데이,장원갑 칼국수 청주본점,restaurant,충청북도 청주시 서원구 용평로 100,36.6041726,127.490103,충청
show,생방송투데이,삼돌이꽈배기,cafe,충청북도 충주시 무학천변길 87 무학시장 내,36.9744807,127.9281711,충청
show,생방송투데이,봉쥬르밥상,restaurant,서울특별시 마포구 성미산로26길 37 지층 101호,37.562271,126.923407,서울
show,생방송투데이,고토히라우동,restaurant,서울특별시 마포구 와우산로29길 14-8,37.5550433,126.9291813,서울
show,생방송투데이,강촌원조쭈꾸미본점,restaurant,서울특별시 서초구 남부순환로350길 36,37.4832626,127.036199,서울
show,생방송투데이,오코다리 방배점,restaurant,"서울특별시 서초구 방배로 62 성산빌딩 1,2층",37.4872223,126.9826981,서울
show,생방송투데이,최영희언양불고기,restaurant,서울특별시 성동구 무학봉28길 21 경남빌딩,37.561562,127.0341272,서울
show,생방송투데이,카페 차 성수점,cafe,서울특별시 성동구 서울숲6길 2 1층,37.5477942,127.0418826,서울
show,생방송투데이,남경막국수,restaurant,서울특별시 송파구 백제고분로7길 52-29,37.5094199,127.0851186,서울
show,생방송투데이,대문점,restaurant,서울특별시 영등포구 영중로10길 30,37.518567,126.908564,서울
show,생방송투데이,한강회관,restaurant,서울특별시 용산구 이촌로75길 10-3,37.5203452,126.9743504,서울
show,생방송투데이,한입소반,restaurant,서울특별시 용산구 청파로45길 3,37.544079,126.970407,서울
show,생방송투데이,서지스테이크,restaurant,서울특별시 용산구 한강대로84길 11-5,37.5438673,126.973116,서울
show,생방송투데이,일미집,restaurant,서울특별시 용산구 후암로 1-1,37.5461092,126.9782559,서울
show,생방송투데이,하림각,restaurant,서울특별시 종로구 자하문로 255,37.5972027,126.962067,서울
show,생방송투데이,창신동매운족발,restaurant,서울특별시 종로구 종로51길 23,37.572955,127.0115145,서울
show,생방송투데이,전통궁중칼국수,restaurant,충청남도 공주시 금벽로 679,36.4556788,127.1568927,충청
show,생생정보통,나정상회,restaurant,광주광역시 서구 상무자유로 24,35.1512097,126.836712,광주
show,생생정보통,영화루,restaurant,서울특별시 종로구 자하문로7길 65,37.5801015,126.9690071,서울
show,생생정보통,거문도해풍쑥영농조합법인,restaurant,전라남도 여수시 삼산면 녹산등대길 8-11,34.0554555,127.2963351,전라
show,생생정보통,감나무집기사식당,restaurant,서울특별시 마포구 연남로 25,37.561869,126.92187,서울
show,생생정보통,한옥집 김치찜 본점,restaurant,서울특별시 서대문구 통일로9길 12,37.567222,126.964322,서울
show,생생정보통,최영희언양불고기,restaurant,서울특별시 성동구 무학봉28길 21 경남빌딩,37.561562,127.0341272,서울
show,생생정보통,카사블랑카 샌드위치,restaurant,서울특별시 용산구 신흥로 35,37.541299,126.986988,서울
show,생생정보통,언양기와집불고기,restaurant,울산광역시 울주군 언양읍 헌양길 86,35.5653381,129.1221545,울산
show,생활의달인,복양춘,restaurant,강원도 강릉시 주문진읍 작은다리길 23-1,37.8905888,128.8269552,강원
show,생활의달인,뚱보냉면,restaurant,강원도 강릉시 토성로 156-2,37.7553322,128.8935814,강원
show,생활의달인,대성면옥,restaurant,강원도 고성군 거진읍 거탄진로129번길 32,38.4482766,128.4531602,강원
show,생활의달인,수성반점,restaurant,강원도 고성군 죽왕면 공현진길 37,38.3548325,128.510596,강원
show,생활의달인,교암막국수,restaurant,강원도 고성군 토성면 교암1길 42,38.2893449,128.5447627,강원
show,생활의달인,이화루,restaurant,강원도 삼척시 근덕면 교가길 13-3,37.3804325,129.2266154,강원
show,생활의달인,유명찐빵,restaurant,강원도 속초시 동해대로3930번길 12,38.185576,128.601996,강원
show,생활의달인,한성면옥,restaurant,강원도 속초시 밤골5길 28 한성면옥,38.2023269,128.567579,강원
show,생활의달인,매자식당,restaurant,강원도 속초시 번영로105번길 17,38.2102033,128.5865082,강원
show,생활의달인,솔밭가든막국수 본점,restaurant,강원도 속초시 부월1길 17,38.1892791,128.5942547,강원
show,생활의달인,도문집,restaurant,강원도 속초시 수복로 199,38.2053418,128.5886443,강원
show,생활의달인,속초붉은대게수산,restaurant,강원도 속초시 중앙시장로6길 14-1 속초중앙시장 77호,38.2048971,128.5894708,강원
show,생활의달인,놈스톤화덕피자앤파스타,restaurant,강원도 철원군 동송읍 금학로210번길 7-14 1층,38.2082127,127.219447,강원
show,생활의달인,왕만두,restaurant,강원도 춘천시 방송길 77 푸르지오타워 프리미엄몰 지하B125호,37.8689776,127.720638,강원
show,생활의달인,착한팥쥐네,cafe,강원도 춘천시 서부대성로 126,37.8783992,127.7340874,강원
show,생활의달인,심가당,restaurant,강원도 춘천시 춘천로 216 1층,37.877405,127.7379615,강원
show,생활의달인,광암막국수,restaurant,강원도 횡성군 우천면 경강로 2887,37.4879992,128.072622,강원
show,생활의달인,정인국수,restaurant,경기도 고양시 덕양구 보광로 104,37.7247241,126.9061681,경기
show,생활의달인,만포면옥 본점,restaurant,경기도 고양시 덕양구 북한산로553번길 6,37.674216,126.955055,경기
show,생활의달인,신흥관,restaurant,경기도 고양시 덕양구 흥도로 137,37.6196476,126.8618502,경기
show,생활의달인,카오짜이,restaurant,경기도 고양시 일산동구 백석로71번길 44,37.6483437,126.7843303,경기
show,생활의달인,대동관,restaurant,경기도 고양시 일산동구 중앙로 1199,37.6535514,126.7762967,경기
show,생활의달인,송림병떡집,cafe,경기도 고양시 일산서구 대화로 130,37.670208,126.7347672,경기
show,생활의달인,이삭소바,restaurant,경기도 고양시 일산서구 호수로838번길 68,37.6724741,126.751661,경기
show,생활의달인,철판핫독,restaurant,경기도 광명시 광명로918번길 11-1 101호,37.4804573,126.8564167,경기
show,생활의달인,잔칫집,restaurant,경기도 광주시 경안안길 58,37.4111272,127.2555376,경기
show,생활의달인,소담고방,cafe,경기도 광주시 오포읍 문형산안길1번길 28,37.3672944,127.1745764,경기
show,생활의달인,촉석루,restaurant,경기도 구리시 검배로84번길 14 구리YMCA아기스포츠단,37.5947795,127.1468181,경기
show,생활의달인,달달구리호떡,restaurant,경기도 구리시 안골로85번길 34 1층,37.5988946,127.1405118,경기
show,생활의달인,빵에갸또,cafe,경기도 남양주시 두물로39번길 25 1층,37.6258664,127.1549411,경기
show,생활의달인,새암분식,restaurant,경기도 남양주시 진건읍 사릉로402번길 5,37.6565907,127.1797225,경기
show,생활의달인,서신분식,restaurant,경기도 부천시 호현로497번길 20-2,37.4812442,126.7922495,경기
show,생활의달인,멘야고코로,restaurant,경기도 수원시 영통구 월드컵로179번길 16,37.277916,127.0453726,경기
show,생활의달인,마초,restaurant,경기도 수원시 팔달구 권광로196번길 51,37.2644419,127.0361209,경기
show,생활의달인,탄드르하우스,cafe,경기도 안산시 단원구 화랑로 27,37.3319149,126.7964938,경기
show,생활의달인,수리수리꽈배기,cafe,경기도 안성시 낙원길 40,37.0053483,127.2711738,경기
show,생활의달인,중앙스넥,restaurant,경기도 안성시 시장길 63,37.0063935,127.27139,경기
show,생활의달인,온유김밥,restaurant,경기도 안양시 만안구 안양로 355,37.4029269,126.9175837,경기
show,생활의달인,빠델라디파파,restaurant,경기도 용인시 기흥구 구성로279번길 10,37.2911578,127.1423203,경기
show,생활의달인,삼동소바,restaurant,경기도 용인시 기흥구 이현로29번길 54-3,37.3038979,127.0988154,경기
show,생활의달인,홍천쌀찐빵,restaurant,경기도 용인시 수지구 성복2로 17,37.310293,127.0812568,경기
show,생활의달인,어량,restaurant,경기도 용인시 처인구 포곡읍 금어로 216,37.269083,127.237992,경기
show,생활의달인,괴흐엉관,restaurant,경기도 파주시 금정24길 16-9,37.7624808,126.7736507,경기
show,생활의달인,라까냐,restaurant,경기도 파주시 송학1길 158-14 1층,37.7148114,126.7660031,경기
show,생활의달인,폴렌베이커리,cafe,경기도 파주시 송학1길 158-36,37.7148114,126.7660031,경기
show,생활의달인,대창통닭,restaurant,경기도 평택시 자유로3번길 23,36.9931878,127.089531,경기
show,생활의달인,팔공산유통,restaurant,경기도 평택시 중앙1로 16-1,36.9982553,127.08465,경기
show,생활의달인,알천비빔국수,restaurant,경기도 포천시 소흘읍 죽엽산로 476-13,37.7916345,127.1649569,경기
show,생활의달인,엘레판트,cafe,경기도 하남시 미사강변중앙로111번길 22 1층,37.5568456,127.191165,경기
show,생활의달인,육횟집,restaurant,경기도 화성시 동탄중심상가2길 35 중앙프라자,37.206384,127.0732948,경기
show,생활의달인,마리반점,restaurant,경상남도 거창군 위천면 송계로 300,35.7497606,127.8346968,경상
show,생활의달인,만리향만두,restaurant,경상남도 김해시 분성로335번길 4,35.2339525,128.882808,경상
show,생활의달인,구강춘,restaurant,경상남도 김해시 진영읍 진영로 150,35.3032256,128.7293142,경상
show,생활의달인,소문난수산국수집,restaurant,경상남도 밀양시 하남읍 수산복개길 28,35.3752995,128.7075054,경상
show,생활의달인,유정김밥,restaurant,경상남도 사천시 동금2길 15 나동,34.9325381,128.0786055,경상
show,생활의달인,덕합반점,restaurant,경상남도 사천시 사천읍 읍내1길 81,35.0835075,128.0866481,경상
show,생활의달인,팥집단,cafe,경상남도 양산시 물금읍 동중4길 22 1층,35.3308357,129.003895,경상
show,생활의달인,국밥과보쌈,restaurant,경상남도 양산시 상북면 수서로 159-1,35.4311518,129.0517269,경상
show,생활의달인,중앙집,restaurant,경상남도 진주시 남강로673번길 6,35.1916866,128.0856383,경상
show,생활의달인,해뜨는집,restaurant,경상남도 진주시 대신로291번길 6-1 동부시장,35.1867057,128.116525,경상
show,생활의달인,안집김밥,restaurant,경상남도 창원시 의창구 명서로116번길 17,35.2481722,128.6459812,경상
show,생활의달인,천북양념통닭,restaurant,경상북도 경주시 원화로281번길 11 성동공설시장 153호 154호 155호,35.845475,129.2163083,경상
show,생활의달인,도깨비도넛츠,cafe,경상북도 구미시 도봉로 82 gmg프라자 1층 102호,36.1388366,128.3174682,경상
show,생활의달인,용궁석쇠구이,restaurant,경상북도 문경시 매봉1길 70,36.5909332,128.1829523,경상
show,생활의달인,오복찐빵,cafe,경상북도 문경시 점촌7길 11,36.5994048,128.2007875,경상
show,생활의달인,남실네,restaurant,경상북도 안동시 광석1길 2,36.5654867,128.720985,경상
show,생활의달인,단산반점,restaurant,경상북도 영주시 단산면 옥대로 50-1,36.9523087,128.6196472,경상
show,생활의달인,풍기 민속떡집,cafe,경상북도 영주시 풍기읍 기주로76번길 11,36.8700922,128.5274177,경상
show,생활의달인,서문분식,restaurant,경상북도 영천시 운동장로 7,35.963531,128.9233342,경상
show,생활의달인,만수당,cafe,경상북도 예천군 감천면 석송로 313-10,36.7268285,128.4910768,경상
show,생활의달인,박신우제면소,restaurant,경상북도 포항시 남구 연일읍 유강길17번길 19,36.0039328,129.317213,경상
show,생활의달인,길성관,restaurant,경상북도 포항시 북구 불종로 38-1,36.0385058,129.3637341,경상
show,생활의달인,유강엄마손김밥,restaurant,경상북도 포항시 북구 죽도시장길 20,36.0349849,129.3675203,경상
show,생활의달인,할매호떡,restaurant,경상북도 포항시 북구 죽도시장길 4-1,36.0348591,129.365835,경상
show,생활의달인,미강횟집,restaurant,경상북도 포항시 북구 해안로 381,36.0688277,129.4001421,경상
show,생활의달인,다연닭갈비,restaurant,광주광역시 광산구 목련로153번안길 46-3,35.1745759,126.814072,광주
show,생활의달인,무등쑥호떡,restaurant,광주광역시 남구 군분로 27,35.1361376,126.8945299,광주
show,생활의달인,뚱채김밥,restaurant,대구광역시 달서구 당산로 178,35.8525104,128.5490434,대구
show,생활의달인,영래칼국수,restaurant,대구광역시 달서구 대명천로 58,35.838412,128.5531492,대구
show,생활의달인,푸둥,restaurant,대구광역시 북구 산격로6길 29-3,35.8928267,128.6084538,대구
show,생활의달인,대우족발,restaurant,대구광역시 북구 중앙대로 509-1,35.8785806,128.595032,대구
show,생활의달인,운수좋은날 불갈비,restaurant,대구광역시 중구 동성로 84,35.8742596,128.5958755,대구
show,생활의달인,한성불고기,restaurant,대구광역시 중구 북성로 104-10,35.8739144,128.5937035,대구
show,생활의달인,불티나만두찐빵,cafe,대전광역시 대덕구 중리로76번길 18,36.3656944,127.4261834,대전
show,생활의달인,로얄라멘,restaurant,대전광역시 서구 계룡로367번길 13,36.3553175,127.3705379,대전
show,생활의달인,심스 스모크하우스,restaurant,대전광역시 유성구 전민로6번길 99,36.3991296,127.4019457,대전
show,생활의달인,맛나분식,restaurant,부산광역시 금정구 서동시장길 42-4,35.155658,129.058159,부산
show,생활의달인,차이나반점,restaurant,부산광역시 남구 용주로 33,35.1132153,129.11286,부산
show,생활의달인,천일녹즙,restaurant,부산광역시 동래구 금강공원로26번길 42,35.2212052,129.081327,부산
show,생활의달인,나고미,restaurant,부산광역시 동래구 안락로 13 1층,35.2009948,129.0987184,부산
show,생활의달인,팔복통닭 당감점,restaurant,부산광역시 부산진구 당감로50번길 20,35.166194,129.0400485,부산
show,생활의달인,시민냉면,restaurant,부산광역시 부산진구 당감로64번길 16,35.1675716,129.0396994,부산
show,생활의달인,텐동황군,restaurant,부산광역시 부산진구 서전로37번길 20 1층,35.1587495,129.064014,부산
show,생활의달인,야스마루,restaurant,부산광역시 부산진구 서전로38번길 35-14,35.1560527,129.064407,부산
show,생활의달인,부엔디아,restaurant,부산광역시 부산진구 서전로46번길 64,35.1548761,129.0646517,부산
show,생활의달인,소설담 서면,restaurant,부산광역시 부산진구 신천대로102번길 34,35.1534235,129.0557462,부산
show,생활의달인,하정국수,restaurant,부산광역시 북구 덕천2길 96,35.2100699,129.0104335,부산
show,생활의달인,송부장연탄갈비,restaurant,부산광역시 사하구 하신번영로167번길 6,35.0975482,128.9597366,부산
show,생활의달인,아마(AMA),restaurant,부산광역시 수영구 감포로8번길 15 1층,35.1593821,129.121501,부산
show,생활의달인,다이도코로,restaurant,부산광역시 수영구 남천동로108번길 27 2층,35.1466354,129.112549,부산
show,생활의달인,와글와글,restaurant,부산광역시 영도구 중리북로22번길 5,35.0711658,129.066982,부산
show,생활의달인,쩡수제도너츠,cafe,부산광역시 중구 광복로49번길 7-1 1층,35.099885,129.0305267,부산
show,생활의달인,황해면옥 국제시장 본점,restaurant,부산광역시 중구 흑교로21번길 16,35.1015771,129.0235919,부산
show,생활의달인,해목 해운대점,restaurant,부산광역시 해운대구 구남로24번길 8,35.1617421,129.1597712,부산
show,생활의달인,보라찐빵,restaurant,부산광역시 해운대구 선수촌로 205,35.2107342,129.125396,부산
show,생활의달인,무스비,restaurant,부산광역시 해운대구 우동1로 19 1층,35.1634773,129.1561791,부산
show,생활의달인,쿠라우니,cafe,서울특별시 강남구 강남대로156길 39,37.5190464,127.022072,서울
show,생활의달인,당옥,cafe,서울특별시 강남구 강남대로162길 22 1층,37.520066,127.0204278,서울
show,생활의달인,더플레이트디저트,restaurant,서울특별시 강남구 논현로 854 안다즈강남 B1 B101호,37.5254876,127.0289201,서울
show,생활의달인,에르바,restaurant,서울특별시 강남구 논현로155길 11,37.5216673,127.027073,서울
show,생활의달인,피자리움,restaurant,서울특별시 강남구 밤고개로23길 20,37.4735658,127.1084213,서울
show,생활의달인,원 디그리 노스,restaurant,서울특별시 강남구 학동로43길 8,37.5167407,127.0374288,서울
show,생활의달인,다람,restaurant,서울특별시 강동구 양재대로85길 29,37.5245265,127.1329612,서울
show,생활의달인,신매콤터,restaurant,서울특별시 강북구 오패산로 412,37.6374392,127.026581,서울
show,생활의달인,만두향,restaurant,서울특별시 강북구 한천로123길 61,37.6357862,127.028528,서울
show,생활의달인,명동김밥,restaurant,서울특별시 강서구 강서로12길 5-6 1층,37.5317596,126.8474379,서울
show,생활의달인,르뺑블랑,cafe,서울특별시 강서구 강서로47가길 33 덕산빌딩 103호,37.5510684,126.8357488,서울
show,생활의달인,고성막국수,restaurant,서울특별시 강서구 방화대로49길 6-7,37.5774404,126.816087,서울
show,생활의달인,딸랏롯빠이,restaurant,서울특별시 관악구 관악로12길 113 대원빌딩 1층 101호,37.4774412,126.95849,서울
show,생활의달인,함바그동 스미비,restaurant,서울특별시 관악구 남부순환로230길 31,37.478604,126.9556995,서울
show,생활의달인,메호르,restaurant,서울특별시 광진구 능동로13길 15 2층 메호르,37.542769,127.070882,서울
show,생활의달인,마리모,restaurant,서울특별시 광진구 면목로 22-1,37.5560497,127.076041,서울
show,생활의달인,도넛 인사이드 도넛,cafe,서울특별시 금천구 시흥대로141길 81 1층,37.4764771,126.8976283,서울
show,생활의달인,만두장성,restaurant,서울특별시 노원구 동일로180길 32 도깨비시장 나-20호,37.6224222,127.076087,서울
show,생활의달인,중계동다리떡볶이,restaurant,서울특별시 노원구 동일로210길 1-2,37.649628,127.06731,서울
show,생활의달인,장천,restaurant,서울특별시 노원구 동일로217가길 11 평화빌딩,37.6534006,127.0598701,서울
show,생활의달인,마떡,restaurant,서울특별시 노원구 석계로 106,37.6230986,127.060398,서울
show,생활의달인,영스낵 생활의달인,restaurant,서울특별시 노원구 한글비석로 245 두타빌B동 지하1층,37.649542,127.0763583,서울
show,생활의달인,화승꽈배기,cafe,서울특별시 도봉구 도봉로114길 22-5,37.647189,127.0356666,서울
show,생활의달인,황하,restaurant,서울특별시 동대문구 경희대로4길 79,37.5913942,127.0564893,서울
show,생활의달인,비나레스토랑,restaurant,서울특별시 동대문구 안암로24길 4,37.5883658,127.03518,서울
show,생활의달인,서울뼈구이매운족발,restaurant,서울특별시 동대문구 왕산로 274-1,37.5850174,127.051244,서울
show,생활의달인,레알라면,restaurant,서울특별시 동대문구 회기로25길 23-5 1층,37.5910852,127.0553631,서울
show,생활의달인,허브영양족발,restaurant,서울특별시 동대문구 휘경로3길 11-2,37.5959522,127.0624301,서울
show,생활의달인,가본통닭,restaurant,서울특별시 동작구 노량진로26길 22,37.511407,126.9545244,서울
show,생활의달인,방배한가람김밥,restaurant,서울특별시 동작구 동작대로7길 55 지암빌딩 1층,37.4782849,126.979258,서울
show,생활의달인,원조안흥찐빵,cafe,서울특별시 동작구 성대로5길 28,37.5001699,126.9340368,서울
show,생활의달인,건강한찐빵,restaurant,서울특별시 마포구 굴레방로9길 11,37.5567458,126.955038,서울
show,생활의달인,츄리츄리,restaurant,서울특별시 마포구 독막로15길 3-13 2층,37.5480116,126.921754,서울
show,생활의달인,츠키젠,restaurant,서울특별시 마포구 독막로8길 23 1층,37.5467723,126.9180589,서울
show,생활의달인,카와카츠 본점,restaurant,서울특별시 마포구 동교로 126 1층 102호,37.5546817,126.9162152,서울
show,생활의달인,카쿠시타,restaurant,서울특별시 마포구 동교로38길 33-15,37.5618128,126.9261064,서울
show,생활의달인,에트나퓨,restaurant,서울특별시 마포구 동교로38안길 3 2층,37.5618973,126.9246021,서울
show,생활의달인,띠옷,cafe,서울특별시 마포구 동교로41길 4 1층 띠옷,37.5626595,126.9242991,서울
show,생활의달인,평안도 상원냉면,restaurant,서울특별시 마포구 양화로 156,37.556081,126.921301,서울
show,생활의달인,산동꾸냥수제만두,restaurant,서울특별시 마포구 연남로 12,37.5607913,126.9232643,서울
show,생활의달인,엘비스텍,restaurant,서울특별시 마포구 연남로1길 26 1층,37.5603859,126.921579,서울
show,생활의달인,알버트파크,cafe,서울특별시 마포구 연남로3길 72 1층,37.5596848,126.919029,서울
show,생활의달인,순대일번지,restaurant,서울특별시 마포구 월드컵로 117,37.5586284,126.9074328,서울
show,생활의달인,양송이식당,restaurant,서울특별시 마포구 토정로17안길 9 1층 좌측,37.5445765,126.936115,서울
show,생활의달인,난,restaurant,서울특별시 마포구 토정로3길 22 지층,37.5464725,126.9145574,서울
show,생활의달인,레이키친,restaurant,서울특별시 마포구 포은로 63 1층,37.5529064,126.9062137,서울
show,생활의달인,동일루,restaurant,서울특별시 마포구 포은로 75,37.553813,126.905607,서울
show,생활의달인,마이클식당,restaurant,서울특별시 마포구 포은로6길 39,37.5561167,126.9071854,서울
show,생활의달인,로쏘 1924 나폴리 화덕피자 홍대점,restaurant,서울특별시 마포구 홍익로 29 1층 로쏘 1924,37.5546648,126.921823,서울
show,생활의달인,가례원,cafe,서울특별시 서대문구 연세로5다길 12,37.5565083,126.9348521,서울
show,생활의달인,스시카이,restaurant,서울특별시 서초구 반포대로26길 29 원빌딩1층,37.4906498,127.010731,서울
show,생활의달인,라파티세리킴,cafe,서울특별시 서초구 방배로 16 주심빌딩 1층,37.4769811,127.0024011,서울
show,생활의달인,르팡,cafe,서울특별시 서초구 방배로 268 신삼호종합상가 1층,37.4973815,126.9872121,서울
show,생활의달인,바타드브레드,cafe,서울특별시 서초구 방배로20길 33,37.486268,126.9967382,서울
show,생활의달인,갈릭앤페퍼,restaurant,서울특별시 서초구 서초중앙로20길 40,37.4922866,127.0164031,서울
show,생활의달인,콩카세,restaurant,서울특별시 성동구 서울숲4길 22-18 반지하층,37.546761,127.0430377,서울
show,생활의달인,MELD,restaurant,서울특별시 성동구 왕십리로14길 28-1 1층,37.5483129,127.046625,서울
show,생활의달인,소바마에,restaurant,서울특별시 성동구 왕십리로4길 26-20 지층,37.5467901,127.046986,서울
show,생활의달인,송림원,restaurant,서울특별시 성북구 동소문로 25-2,37.5898797,127.0087929,서울
show,생활의달인,뽀르께노 스페니쉬 비스트로,restaurant,서울특별시 성북구 동소문로6길 4-21 1층,37.5883292,127.007098,서울
show,생활의달인,스프레드 서울 성북점,cafe,서울특별시 성북구 성북로6가길 1 1층,37.5902909,127.0046545,서울
show,생활의달인,스파이스랩,restaurant,서울특별시 송파구 가락로 148,37.5025821,127.1123131,서울
show,생활의달인,야끼소바 니주마루,restaurant,서울특별시 송파구 백제고분로41길 21 1층,37.5078671,127.1070917,서울
show,생활의달인,서보,restaurant,서울특별시 송파구 오금로18길 5,37.5101612,127.1108049,서울
show,생활의달인,서두산 딤섬,restaurant,서울특별시 송파구 올림픽로32길 52,37.5123473,127.11173,서울
show,생활의달인,케이트분식당,restaurant,서울특별시 송파구 올림픽로35길 104,37.5213517,127.1026097,서울
show,생활의달인,귀비주옥,restaurant,서울특별시 영등포구 경인로79길 19 1층,37.5133704,126.893309,서울
show,생활의달인,콘래드서울 37그릴앤바,cafe,서울특별시 영등포구 국제금융로 10 서울 국제금융 센터,37.525497,126.92681,서울
show,생활의달인,하얀과자점,cafe,서울특별시 영등포구 국제금융로 70 미원빌딩 1층,37.5214625,126.9306592,서울
show,생활의달인,브로트아트,cafe,서울특별시 영등포구 국제금융로7길 3 수정상가 1층,37.5225233,126.9311893,서울
show,생활의달인,씨에스바,restaurant,서울특별시 영등포구 국회대로 654 수복빌딩 지하1층,37.5251821,126.906707,서울
show,생활의달인,단당,restaurant,서울특별시 용산구 대사관로24길 15 1층,37.5328965,127.004969,서울
show,생활의달인,효창동짜장우동,restaurant,서울특별시 용산구 백범로 283,37.5396291,126.960898,서울
show,생활의달인,데칼코마니,restaurant,서울특별시 용산구 신흥로 97-4 신흥시장 1층,37.545257,126.984884,서울
show,생활의달인,서리김밥,restaurant,서울특별시 용산구 원효로 220,37.5376917,126.9663439,서울
show,생활의달인,쎄니에,restaurant,서울특별시 용산구 원효로83길 7-6 1층,37.5399375,126.967642,서울
show,생활의달인,치즈플로,restaurant,서울특별시 용산구 이태원로49길 19,37.5369584,126.9994279,서울
show,생활의달인,쌤쌤쌤,restaurant,서울특별시 용산구 한강대로50길 25 1층,37.5315423,126.9721504,서울
show,생활의달인,엉터리 통닭,restaurant,서울특별시 용산구 회나무로 38-1,37.539675,126.990746,서울
show,생활의달인,남산와이너리,restaurant,서울특별시 용산구 회나무로10길 5,37.5389222,126.9891013,서울
show,생활의달인,통나무집떡볶이쫄면,restaurant,서울특별시 은평구 서오릉로 231,37.6153724,126.90831,서울
show,생활의달인,중화대반점,restaurant,서울특별시 은평구 연서로17길 41 1층,37.6137273,126.913028,서울
show,생활의달인,명당만두,restaurant,서울특별시 은평구 응암로12길 10,37.5877623,126.9177965,서울
show,생활의달인,몽쉐프,restaurant,서울특별시 종로구 경희궁1길 32,37.5725778,126.9692116,서울
show,생활의달인,엄용백돼지국밥 종각점,restaurant,서울특별시 종로구 인사동3길 20,37.5718725,126.985761,서울
show,생활의달인,스시미치루,restaurant,서울특별시 종로구 종로1길 42 지하 1층,37.5738637,126.9789715,서울
show,생활의달인,오복정냉면,restaurant,서울특별시 종로구 창신길 101 오복정냉면,37.5761716,127.0103195,서울
show,생활의달인,만나손칼국수,restaurant,서울특별시 중구 동호로31길 29,37.5631609,127.001111,서울
show,생활의달인,장칼국수보쌈,restaurant,서울특별시 중구 동호로34길 7,37.5653944,127.0030525,서울
show,생활의달인,춘천면옥,restaurant,서울특별시 중구 동호로37길 33-17,37.5685038,126.9997286,서울
show,생활의달인,미락,restaurant,서울특별시 중구 마른내로 74,37.5640209,126.9961072,서울
show,생활의달인,신세계떡볶이,restaurant,서울특별시 중구 명동9길 10,37.5643099,126.9850117,서울
show,생활의달인,진아네 떡볶이,restaurant,서울특별시 중구 퇴계로56길 52,37.5615251,127.0054821,서울
